baseline_model,residual_route,input_root,path_model,path_route,representation,subset,n_rows,n_unique_material_ids,n_duplicate_material_ids,n_folds,expected_total,coverage_fraction,prediction_file,MAE,RMSE,R2,F1,DAF,Precision,Recall,Accuracy,TPR,FPR,TNR,FNR,TP,FP,TN,FN,baseline_all_subset_MAE,baseline_all_subset_RMSE,baseline_all_subset_R2,baseline_all_subset_F1,baseline_all_subset_DAF,baseline_all_subset_Precision,baseline_all_subset_Recall,baseline_all_subset_Accuracy,baseline_all_subset_TPR,baseline_all_subset_FPR,baseline_all_subset_TNR,baseline_all_subset_FNR,baseline_all_subset_TP,baseline_all_subset_FP,baseline_all_subset_TN,baseline_all_subset_FN,baseline_same_rows_MAE,baseline_same_rows_RMSE,baseline_same_rows_R2,baseline_same_rows_F1,baseline_same_rows_DAF,baseline_same_rows_Precision,baseline_same_rows_Recall,baseline_same_rows_Accuracy,baseline_same_rows_TPR,baseline_same_rows_FPR,baseline_same_rows_TNR,baseline_same_rows_FNR,baseline_same_rows_TP,baseline_same_rows_FP,baseline_same_rows_TN,baseline_same_rows_FN,delta_MAE_vs_baseline_same_rows,delta_MAE_vs_baseline_all_subset,delta_RMSE_vs_baseline_same_rows,delta_RMSE_vs_baseline_all_subset,delta_R2_vs_baseline_same_rows,delta_R2_vs_baseline_all_subset,delta_F1_vs_baseline_same_rows,delta_F1_vs_baseline_all_subset,delta_DAF_vs_baseline_same_rows,delta_DAF_vs_baseline_all_subset,delta_Precision_vs_baseline_same_rows,delta_Precision_vs_baseline_all_subset,delta_Recall_vs_baseline_same_rows,delta_Recall_vs_baseline_all_subset,delta_Accuracy_vs_baseline_same_rows,delta_Accuracy_vs_baseline_all_subset,delta_TPR_vs_baseline_same_rows,delta_TPR_vs_baseline_all_subset,delta_FPR_vs_baseline_same_rows,delta_FPR_vs_baseline_all_subset,delta_TNR_vs_baseline_same_rows,delta_TNR_vs_baseline_all_subset,delta_FNR_vs_baseline_same_rows,delta_FNR_vs_baseline_all_subset,delta_TP_vs_baseline_same_rows,delta_TP_vs_baseline_all_subset,delta_FP_vs_baseline_same_rows,delta_FP_vs_baseline_all_subset,delta_TN_vs_baseline_same_rows,delta_TN_vs_baseline_all_subset,delta_FN_vs_baseline_same_rows,delta_FN_vs_baseline_all_subset,relative_MAE_improvement_vs_baseline_same_rows_%
m3gnet,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,m3gnet,crabnet_frontend,mat2vec+H32,all,256963,256963,0,5,256963.0,1.0,mat2vec_residual/outputs_all_embeddings_residual/m3gnet/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.05666907927598661,0.08854815728265161,0.9906611510050621,0.6043941330412026,3.7876820876951043,0.6312484108822781,0.5797314652656159,0.8735187556185132,0.5797314652656159,0.06772735338893611,0.9322726466110639,0.42026853473438414,24827.0,14503.0,199635.0,17998.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,-0.0074977262014704685,-0.0074977262014704685,-0.011518582335263275,-0.011518582335263275,0.0025876725512434806,0.0025876725512434806,0.0055969058456831755,0.0055969058456831755,0.8271146974578181,0.8271146974578181,0.13784547549114484,0.13784547549114484,-0.18171628721541155,-0.18171628721541155,0.04357047512676926,0.04357047512676926,-0.18171628721541155,-0.18171628721541155,-0.08862509223024405,-0.08862509223024405,0.08862509223024406,0.08862509223024406,0.18171628721541158,0.18171628721541158,-7782.0,-7782.0,-18978.0,-18978.0,18978.0,18978.0,7782.0,7782.0,11.684742828758322
m3gnet,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,m3gnet,crabnet_frontend,mat2vec+S32,all,256963,256963,0,5,256963.0,1.0,mat2vec_residual/outputs_all_embeddings_residual/m3gnet/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.05671643887413754,0.09979006330357673,0.988139338982866,0.6035243364449535,3.7871056706747686,0.6311523462391354,0.5782136602451838,0.8733903324603153,0.5782136602451838,0.0675779170441491,0.9324220829558509,0.4217863397548161,24762.0,14471.0,199667.0,18063.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,-0.00745036660331954,-0.00745036660331954,-0.0002766763143381562,-0.0002766763143381562,6.586052904733464e-05,6.586052904733464e-05,0.004727109249434092,0.004727109249434092,0.8265382804374823,0.8265382804374823,0.13774941084800213,0.13774941084800213,-0.18323409223584364,-0.18323409223584364,0.043442051968571316,0.043442051968571316,-0.18323409223584364,-0.18323409223584364,-0.08877452857503106,-0.08877452857503106,0.0887745285750311,0.0887745285750311,0.18323409223584355,0.18323409223584355,-7847.0,-7847.0,-19010.0,-19010.0,19010.0,19010.0,7847.0,7847.0,11.610935822474417
m3gnet,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,m3gnet,crabnet_frontend,mat2vec+L64,all,256963,256963,0,5,256963.0,1.0,mat2vec_residual/outputs_all_embeddings_residual/m3gnet/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.056753083641211816,0.10324316287954845,0.9873042927613587,0.60273805307573,3.79101569396533,0.631803983818936,0.5762288382953882,0.8734097905145877,0.5762288382953882,0.06715762732443564,0.9328423726755644,0.42377116170461177,24677.0,14381.0,199757.0,18148.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,-0.007413721836245266,-0.007413721836245266,0.0031764232616335597,0.0031764232616335597,-0.0007691856924599838,-0.0007691856924599838,0.003940825880210608,0.003940825880210608,0.8304483037280437,0.8304483037280437,0.1384010484278027,0.1384010484278027,-0.1852189141856393,-0.1852189141856393,0.04346151002284371,0.04346151002284371,-0.1852189141856393,-0.1852189141856393,-0.08919481829474452,-0.08919481829474452,0.08919481829474452,0.08919481829474452,0.1852189141856392,0.1852189141856392,-7932.0,-7932.0,-19100.0,-19100.0,19100.0,19100.0,7932.0,7932.0,11.553827218108646
m3gnet,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,m3gnet,crabnet_frontend,mat2vec+L32,all,256963,256963,0,5,256963.0,1.0,mat2vec_residual/outputs_all_embeddings_residual/m3gnet/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.05677402580232449,0.09412134060955724,0.9894485898209758,0.6037547482224602,3.7846283939634278,0.6307394876752054,0.578984238178634,0.8733436331300616,0.578984238178634,0.06778806190400583,0.9322119380959941,0.421015761821366,24795.0,14516.0,199622.0,18030.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,-0.007392779675132591,-0.007392779675132591,-0.005945399008357652,-0.005945399008357652,0.001375111367157178,0.001375111367157178,0.004957521026940803,0.004957521026940803,0.8240610037261415,0.8240610037261415,0.1373365522840721,0.1373365522840721,-0.1824635143023935,-0.1824635143023935,0.04339535263831762,0.04339535263831762,-0.1824635143023935,-0.1824635143023935,-0.08856438371517433,-0.08856438371517433,0.08856438371517428,0.08856438371517428,0.18246351430239346,0.18246351430239346,-7814.0,-7814.0,-18965.0,-18965.0,18965.0,18965.0,7814.0,7814.0,11.521190154510347
m3gnet,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,m3gnet,crabnet_frontend,mat2vec,all,256963,256963,0,5,256963.0,1.0,mat2vec_residual/outputs_all_embeddings_residual/m3gnet/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.056794897967440514,0.09166917666687693,0.9899912242477052,0.6025773634958685,3.7751960730560117,0.6291675137223013,0.5781436077057793,0.8729038811035051,0.5781436077057793,0.06814764310864957,0.9318523568913505,0.4218563922942207,24759.0,14593.0,199545.0,18066.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,-0.007371907510016568,-0.007371907510016568,-0.008397562951037954,-0.008397562951037954,0.0019177457938865938,0.0019177457938865938,0.003780136300349124,0.003780136300349124,0.8146286828187255,0.8146286828187255,0.135764578331168,0.135764578331168,-0.18330414477524815,-0.18330414477524815,0.04295560061176118,0.04295560061176118,-0.18330414477524815,-0.18330414477524815,-0.08820480251053059,-0.08820480251053059,0.08820480251053064,0.08820480251053064,0.18330414477524812,0.18330414477524812,-7850.0,-7850.0,-18888.0,-18888.0,18888.0,18888.0,7850.0,7850.0,11.488662175346171
m3gnet,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,m3gnet,crabnet_frontend,MDS_E_64_cos_zscore,all,256963,256963,0,5,256963.0,1.0,mat2vec_residual/outputs_all_embeddings_residual/m3gnet/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.058026164837727066,0.09016673966154233,0.9903166187707696,0.5968390943908469,3.7229915651297185,0.6204672025804501,0.574944541739638,0.8705494565365441,0.574944541739638,0.07033314965115953,0.9296668503488404,0.42505545826036195,24622.0,15061.0,199077.0,18203.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,-0.006140640639730015,-0.006140640639730015,-0.009899999956372557,-0.009899999956372557,0.0022431403169509423,0.0022431403169509423,-0.0019581328046724966,-0.0019581328046724966,0.7624241748924323,0.7624241748924323,0.1270642671893168,0.1270642671893168,-0.18650321074138942,-0.18650321074138942,0.04060117604480018,0.04060117604480018,-0.18650321074138942,-0.18650321074138942,-0.08601929596802063,-0.08601929596802063,0.0860192959680206,0.0860192959680206,0.1865032107413894,0.1865032107413894,-7987.0,-7987.0,-18420.0,-18420.0,18420.0,18420.0,7987.0,7987.0,9.569808866186005
m3gnet,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,m3gnet,crabnet_frontend,MDS_64_cos_zscore,all,256963,256963,0,5,256963.0,1.0,mat2vec_residual/outputs_all_embeddings_residual/m3gnet/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.05816614773657264,0.09036584655254064,0.9902738057183905,0.5968763090180121,3.6735470070512624,0.612226859808495,0.582276707530648,0.8689188715885167,0.582276707530648,0.0737561759239369,0.9262438240760631,0.417723292469352,24936.0,15794.0,198344.0,17889.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,-0.006000657740884444,-0.006000657740884444,-0.00970089306537425,-0.00970089306537425,0.0022003272645718663,0.0022003272645718663,-0.0019209181775072803,-0.0019209181775072803,0.7129796168139761,0.7129796168139761,0.11882392441736173,0.11882392441736173,-0.1791710449503795,-0.1791710449503795,0.0389705910967727,0.0389705910967727,-0.1791710449503795,-0.1791710449503795,-0.08259626969524325,-0.08259626969524325,0.08259626969524325,0.08259626969524325,0.17917104495037947,0.17917104495037947,-7673.0,-7673.0,-17687.0,-17687.0,17687.0,17687.0,7673.0,7673.0,9.351654171084736
m3gnet,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,m3gnet,crabnet_frontend,MDS_F_64_cos_zscore,all,256963,256963,0,5,256963.0,1.0,mat2vec_residual/outputs_all_embeddings_residual/m3gnet/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.05836366675363688,0.09104265854462262,0.990127567803148,0.5976480120101515,3.661142791698679,0.6101595951732192,0.5856392294220666,0.8685841930550313,0.5856392294220666,0.0748302496520935,0.9251697503479065,0.41436077057793347,25080.0,16024.0,198114.0,17745.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,-0.0058031387238202045,-0.0058031387238202045,-0.009024081073292264,-0.009024081073292264,0.00205408934932938,0.00205408934932938,-0.0011492151853679244,-0.0011492151853679244,0.7005754014613927,0.7005754014613927,0.11675665978208588,0.11675665978208588,-0.17580852305896089,-0.17580852305896089,0.038635912563287356,0.038635912563287356,-0.17580852305896089,-0.17580852305896089,-0.08152219596708665,-0.08152219596708665,0.08152219596708665,0.08152219596708665,0.1758085230589609,0.1758085230589609,-7529.0,-7529.0,-17457.0,-17457.0,17457.0,17457.0,7529.0,7529.0,9.043832992214252
m3gnet,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,m3gnet,crabnet_frontend,MDS_32_cos_zscore,all,256963,256963,0,5,256963.0,1.0,mat2vec_residual/outputs_all_embeddings_residual/m3gnet/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.05880714086401608,0.09232369281789288,0.9898477890759327,0.5996639212344979,3.6476328924676826,0.6079080592144726,0.59164039696439,0.8683468047929079,0.59164039696439,0.07631527332841438,0.9236847266715856,0.40835960303561003,25337.0,16342.0,197796.0,17488.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,-0.0053596646134409995,-0.0053596646134409995,-0.00774304680002201,-0.00774304680002201,0.0017743106221140836,0.0017743106221140836,0.0008666940389784328,0.0008666940389784328,0.6870655022303964,0.6870655022303964,0.11450512382333927,0.11450512382333927,-0.1698073555166375,-0.1698073555166375,0.03839852430116397,0.03839852430116397,-0.1698073555166375,-0.1698073555166375,-0.08003717229076578,-0.08003717229076578,0.08003717229076579,0.08003717229076579,0.16980735551663748,0.16980735551663748,-7272.0,-7272.0,-17139.0,-17139.0,17139.0,17139.0,7272.0,7272.0,8.352706003611079
m3gnet,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,m3gnet,crabnet_frontend,MDS_F_32_cos_zscore,all,256963,256963,0,5,256963.0,1.0,mat2vec_residual/outputs_all_embeddings_residual/m3gnet/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.05891403154597497,0.09266760811037768,0.9897720121310829,0.5966298801471461,3.6395616170848526,0.6065629147062371,0.5870169293636894,0.867716363834482,0.5870169293636894,0.07614715744052901,0.923852842559471,0.41298307063631057,25139.0,16306.0,197832.0,17686.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,-0.005252773931482109,-0.005252773931482109,-0.00739913150753721,-0.00739913150753721,0.0016985336772642468,0.0016985336772642468,-0.0021673470483732915,-0.0021673470483732915,0.6789942268475664,0.6789942268475664,0.11315997931510385,0.11315997931510385,-0.17443082311733804,-0.17443082311733804,0.03776808334273807,0.03776808334273807,-0.17443082311733804,-0.17443082311733804,-0.08020528817865115,-0.08020528817865115,0.08020528817865114,0.08020528817865114,0.174430823117338,0.174430823117338,-7470.0,-7470.0,-17175.0,-17175.0,17175.0,17175.0,7470.0,7470.0,8.186123483001658
m3gnet,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,m3gnet,crabnet_frontend,MDS_E_32_cos_zscore,all,256963,256963,0,5,256963.0,1.0,mat2vec_residual/outputs_all_embeddings_residual/m3gnet/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.05915801730682216,0.09289914855092375,0.9897208367211751,0.5976854522550947,3.616480805217203,0.6027163073416278,0.5927378867483947,0.8670119822698209,0.5927378867483947,0.07813652878050603,0.921863471219494,0.4072621132516054,25384.0,16732.0,197406.0,17441.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,-0.005008788170634923,-0.005008788170634923,-0.007167591066991136,-0.007167591066991136,0.0016473582673564025,0.0016473582673564025,-0.0011117749404246924,-0.0011117749404246924,0.6559134149799166,0.6559134149799166,0.10931337195049456,0.10931337195049456,-0.1687098657326328,-0.1687098657326328,0.03706370177807694,0.03706370177807694,-0.1687098657326328,-0.1687098657326328,-0.07821591683867413,-0.07821591683867413,0.07821591683867413,0.07821591683867413,0.16870986573263283,0.16870986573263283,-7225.0,-7225.0,-16749.0,-16749.0,16749.0,16749.0,7225.0,7225.0,7.805886756189846
m3gnet,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,m3gnet,crabnet_frontend,m3gnet-baseline,all,256963,256963,0,5,256963.0,1.0,mat2vec_residual/outputs_all_embeddings_residual/m3gnet/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,0.06416680547745708,0.10006673961791489,0.9880734784538187,0.5987972271955194,2.960567390237286,0.4934029353911333,0.7614477524810275,0.829948280491744,0.7614477524810275,0.15635244561918016,0.8436475543808198,0.23855224751897255,32609.0,33481.0,180657.0,10216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m3gnet,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,m3gnet,crabnet_frontend,mat2vec+H32,unique_prototype,215488,215488,0,5,,,mat2vec_residual/outputs_all_embeddings_residual/m3gnet/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.05844784295136454,0.090263661646056,0.9899643698253019,0.6103414573604927,4.082767924773388,0.6241393533648507,0.5971404286321413,0.8834413053163053,0.5971404286321413,0.06489323239073987,0.9351067676092601,0.40285957136785866,19671.0,11846.0,170700.0,13271.0,0.06726804914308875,0.10253724229465093,0.9870496346594249,0.5964739185078168,3.1821747918319474,0.48646422071079604,0.770778944812094,0.8405711686961687,0.770778944812094,0.14683422260690457,0.8531657773930954,0.229221055187906,25391.0,26804.0,155742.0,7551.0,0.06726804914308875,0.10253724229465093,0.9870496346594249,0.5964739185078168,3.1821747918319474,0.48646422071079604,0.770778944812094,0.8405711686961687,0.770778944812094,0.14683422260690457,0.8531657773930954,0.229221055187906,25391.0,26804.0,155742.0,7551.0,-0.008820206191724203,-0.008820206191724203,-0.012273580648594934,-0.012273580648594934,0.002914735165877036,0.002914735165877036,0.013867538852675887,0.013867538852675887,0.9005931329414407,0.9005931329414407,0.13767513265405468,0.13767513265405468,-0.17363851617995263,-0.17363851617995263,0.04287013662013661,0.04287013662013661,-0.17363851617995263,-0.17363851617995263,-0.0819409902161647,-0.0819409902161647,0.08194099021616474,0.08194099021616474,0.17363851617995266,0.17363851617995266,-5720.0,-5720.0,-14958.0,-14958.0,14958.0,14958.0,5720.0,5720.0,13.112029119444754
m3gnet,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,m3gnet,crabnet_frontend,mat2vec+H64,unique_prototype,215488,215488,0,5,,,mat2vec_residual/outputs_all_embeddings_residual/m3gnet/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.05844931140072807,0.1008260385803982,0.9874782749673822,0.6099595981486354,4.070860773096737,0.6223190877791466,0.5980814765345152,0.883070054945055,0.5980814765345152,0.06550129830289352,0.9344987016971065,0.4019185234654848,19702.0,11957.0,170589.0,13240.0,0.06726804914308875,0.10253724229465093,0.9870496346594249,0.5964739185078168,3.1821747918319474,0.48646422071079604,0.770778944812094,0.8405711686961687,0.770778944812094,0.14683422260690457,0.8531657773930954,0.229221055187906,25391.0,26804.0,155742.0,7551.0,0.06726804914308875,0.10253724229465093,0.9870496346594249,0.5964739185078168,3.1821747918319474,0.48646422071079604,0.770778944812094,0.8405711686961687,0.770778944812094,0.14683422260690457,0.8531657773930954,0.229221055187906,25391.0,26804.0,155742.0,7551.0,-0.008818737742360673,-0.008818737742360673,-0.0017112037142527348,-0.0017112037142527348,0.00042864030795730645,0.00042864030795730645,0.013485679640818593,0.013485679640818593,0.88868598126479,0.88868598126479,0.13585486706835054,0.13585486706835054,-0.17269746827757881,-0.17269746827757881,0.042498886248886314,0.042498886248886314,-0.17269746827757881,-0.17269746827757881,-0.08133292430401105,-0.08133292430401105,0.08133292430401107,0.08133292430401107,0.1726974682775788,0.1726974682775788,-5689.0,-5689.0,-14847.0,-14847.0,14847.0,14847.0,5689.0,5689.0,13.109846137505727
m3gnet,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,m3gnet,crabnet_frontend,mat2vec+S64,unique_prototype,215488,215488,0,5,,,mat2vec_residual/outputs_all_embeddings_residual/m3gnet/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.05846824877789028,0.10287895090654776,0.9869631758292448,0.6105250112314294,4.077921020116482,0.6233983991901041,0.5981725456863578,0.8833299302049302,0.5981725456863578,0.06521096052501835,0.9347890394749816,0.40182745431364214,19705.0,11904.0,170642.0,13237.0,0.06726804914308875,0.10253724229465093,0.9870496346594249,0.5964739185078168,3.1821747918319474,0.48646422071079604,0.770778944812094,0.8405711686961687,0.770778944812094,0.14683422260690457,0.8531657773930954,0.229221055187906,25391.0,26804.0,155742.0,7551.0,0.06726804914308875,0.10253724229465093,0.9870496346594249,0.5964739185078168,3.1821747918319474,0.48646422071079604,0.770778944812094,0.8405711686961687,0.770778944812094,0.14683422260690457,0.8531657773930954,0.229221055187906,25391.0,26804.0,155742.0,7551.0,-0.008799800365198465,-0.008799800365198465,0.0003417086118968349,0.0003417086118968349,-8.645883018010281e-05,-8.645883018010281e-05,0.014051092723612602,0.014051092723612602,0.8957462282845343,0.8957462282845343,0.13693417847930806,0.13693417847930806,-0.17260639912573617,-0.17260639912573617,0.04275876150876157,0.04275876150876157,-0.17260639912573617,-0.17260639912573617,-0.08162326208188622,-0.08162326208188622,0.0816232620818862,0.0816232620818862,0.17260639912573614,0.17260639912573614,-5686.0,-5686.0,-14900.0,-14900.0,14900.0,14900.0,5686.0,5686.0,13.08169402457329
m3gnet,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,m3gnet,crabnet_frontend,mat2vec+S32,unique_prototype,215488,215488,0,5,,,mat2vec_residual/outputs_all_embeddings_residual/m3gnet/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.05850834763698307,0.10330595650013165,0.9868547309147984,0.6096318160633835,4.083922771473795,0.6243158966526664,0.5956226094347641,0.8833902583902584,0.5956226094347641,0.064679587610794,0.935320412389206,0.40437739056523586,19621.0,11807.0,170739.0,13321.0,0.06726804914308875,0.10253724229465093,0.9870496346594249,0.5964739185078168,3.1821747918319474,0.48646422071079604,0.770778944812094,0.8405711686961687,0.770778944812094,0.14683422260690457,0.8531657773930954,0.229221055187906,25391.0,26804.0,155742.0,7551.0,0.06726804914308875,0.10253724229465093,0.9870496346594249,0.5964739185078168,3.1821747918319474,0.48646422071079604,0.770778944812094,0.8405711686961687,0.770778944812094,0.14683422260690457,0.8531657773930954,0.229221055187906,25391.0,26804.0,155742.0,7551.0,-0.008759701506105673,-0.008759701506105673,0.0007687142054807194,0.0007687142054807194,-0.00019490374462649562,-0.00019490374462649562,0.013157897555566622,0.013157897555566622,0.9017479796418479,0.9017479796418479,0.13785167594187037,0.13785167594187037,-0.17515633537732989,-0.17515633537732989,0.04281908969408976,0.04281908969408976,-0.17515633537732989,-0.17515633537732989,-0.08215463499611057,-0.08215463499611057,0.08215463499611064,0.08215463499611064,0.17515633537732986,0.17515633537732986,-5770.0,-5770.0,-14997.0,-14997.0,14997.0,14997.0,5770.0,5770.0,13.022083467104178
