baseline_model,residual_route,metrics_variant,fold,representation,split,subset,n_rows,gamma,alpha,inner_alpha,inner_holdout_mae,n_dropped_total,n_total_representation,n_train_representation,n_test_representation,baseline_representation,MAE,RMSE,R2,baseline_MAE_on_eval_rows,baseline_RMSE_on_eval_rows,baseline_R2_on_eval_rows,delta_MAE_vs_baseline,delta_RMSE_vs_baseline,delta_R2_vs_baseline,F1,DAF,baseline_F1_on_eval_rows,baseline_DAF_on_eval_rows,delta_F1_vs_baseline,delta_DAF_vs_baseline
m3gnet,crabnet_frontend,full,4,mat2vec+L32,test,all,51392,0.7,1e-06,1e-06,0.05768257361945348,0,256963,205571,51392,m3gnet-baseline,0.05639888206668706,0.1158042489208769,0.9852306961849876,0.06392732915338491,0.09950972378728046,0.9890945880036438,-0.007528447086697844,0.016294525133596444,-0.0038638918186562066,0.6225868725868726,3.4330284867757133,0.611663353214049,2.7261379105271573,0.010923519372823653,0.706890576248556
m3gnet,crabnet_frontend,full,4,mat2vec+L32,test,unique_prototype,42019,0.7,1e-06,1e-06,0.05768257361945348,0,256963,205571,51392,m3gnet-baseline,0.05805278048669346,0.12071468416793303,0.9831957393650819,0.06675944429400366,0.09982922927470722,0.9885074966158133,-0.008706663807310194,0.02088545489322581,-0.005311757250731408,0.6234846349027346,3.6930207009616174,0.6047702025702462,2.9204797781706353,0.018714432332488484,0.7725409227909821
m3gnet,crabnet_frontend,full,0,mat2vec+L64,train,all,205570,0.7,1000.0,1000.0,0.05784494678150226,0,256963,205570,51393,m3gnet-baseline,0.05568583288801805,0.08653691073165876,0.9907464335571139,0.06341586650298198,0.09909675069525377,0.9878654073459394,-0.007730033614963924,-0.012559839963595013,0.0028810262111744755,0.6101099162968038,3.7415993447896843,0.5996547872880496,2.9137514329046703,0.010455129008754227,0.8278479118850139
m3gnet,crabnet_frontend,full,0,mat2vec+L64,train,unique_prototype,171551,0.7,1000.0,1000.0,0.05784494678150226,0,256963,205570,51393,m3gnet-baseline,0.05744516283625681,0.08788347857249762,0.9902160452467289,0.06643139082801544,0.10132910608549174,0.9869932623348122,-0.008986227991758633,-0.013445627512994121,0.0032227829119166884,0.61621456173241,4.045742404450308,0.5973920248877,3.141516218699146,0.018822536844709914,0.9042261857511615
m3gnet,crabnet_frontend,full,0,mat2vec+L64,test,all,51393,0.7,1000.0,1000.0,0.05784494678150226,0,256963,205570,51393,m3gnet-baseline,0.059068939532951066,0.09060056358383192,0.9914495116637587,0.06717053215196225,0.10385610418923473,0.9887644800453662,-0.008101592619011187,-0.013255540605402807,0.0026850316183925083,0.5989906832298136,3.9867770891071372,0.5950478445299399,3.163790566806128,0.003942838699873774,0.8229865223010093
m3gnet,crabnet_frontend,full,0,mat2vec+L64,test,unique_prototype,43937,0.7,1000.0,1000.0,0.05784494678150226,0,256963,205570,51393,m3gnet-baseline,0.06114275838453462,0.09300882883670959,0.9903820488342019,0.07053476217786898,0.10712400356179691,0.987241259435739,-0.009392003793334366,-0.014115174725087318,0.003140789398462851,0.6054943299792366,4.250056281645269,0.5926107169072669,3.351375514394301,0.012883613071969724,0.8986807672509678
m3gnet,crabnet_frontend,full,1,mat2vec+L64,train,all,205570,0.75,1000.0,1e-06,0.05588440232453615,0,256963,205570,51393,m3gnet-baseline,0.056193790138564625,0.0866749181185856,0.9912675649589148,0.0640461585101086,0.09970676018762101,0.9884442618272855,-0.007852368371543975,-0.013031842069035404,0.0028233031316292623,0.6050466180966432,3.7967252997719307,0.6024142816661944,2.9380426958369252,0.0026323364304488006,0.8586826039350055
m3gnet,crabnet_frontend,full,1,mat2vec+L64,train,unique_prototype,171918,0.75,1000.0,1e-06,0.05588440232453615,0,256963,205570,51393,m3gnet-baseline,0.05791792059829223,0.0880798424250992,0.9906524351690734,0.06717665148980916,0.10214397666548901,0.987428967433459,-0.009258730891516923,-0.014064134240389811,0.003223467735614438,0.6116005301317533,4.105165595553542,0.5997961264016309,3.1602717140480094,0.01180440373012237,0.9448938815055326
m3gnet,crabnet_frontend,full,1,mat2vec+L64,test,all,51393,0.75,1000.0,1e-06,0.05588440232453615,0,256963,205570,51393,m3gnet-baseline,0.05692107213955688,0.08779023927029435,0.989678634790014,0.064649388651777,0.10149387657265796,0.9862049156123707,-0.0077283165122201125,-0.013703637302363611,0.003473719177643275,0.5917152018846934,3.9897966167983343,0.583373610439826,3.0527407626189595,0.008341591444867347,0.9370558541793748
m3gnet,crabnet_frontend,full,1,mat2vec+L64,test,unique_prototype,43570,0.75,1000.0,1e-06,0.05588440232453615,0,256963,205570,51393,m3gnet-baseline,0.05857657176258296,0.089601534987842,0.9890057292117825,0.06762868494195318,0.1040744862893567,0.9851671678677377,-0.009052113179370214,-0.0144729513015147,0.0038385613440448108,0.5988848802886192,4.2820713724131965,0.5826197850245947,3.270830287547532,0.01626509526402453,1.0112410848656643
